Bank,Tenant,Trans Date,Account,Contact,Amount,Type,Line Description
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"-£ 31,516.00",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,NHS,"-£ 29,467.50",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,NHS,"£ 3,874.90",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"-£ 9,702.30",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,"£ 1,029.00",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"-£ 21,815.10",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"£ 3,860.00",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Income Control Account,NHS,"-£ 2,370.60",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"-£ 7,882.80",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Associate Fees,NHS,-£ 192.35,ACCRECPAYMENT,Performers' Superannuation Contribution
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Associate Fees,NHS,-£ 35.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,NHS clawback,NHS,"-£ 4,501.38",ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS Delivery,NHS,"£ 30,820.98",ACCRECPAYMENT,9374790001 Monthly Income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,FD Income,NHS,"£ 5,347.00",ACCRECPAYMENT,FD Service Costs
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS Delivery,NHS,"£ 81,195.97",ACCRECPAYMENT,3312790002 Monthly Income
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Rates,NHS,£ 798.40,ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only"
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS clawback,NHS,"-£ 5,310.07",ACCRECPAYMENT,Under Performance Yr 22/23 Superannuable
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 1.09,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Associate Fees,NHS,-£ 24.00,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 10.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Income Control Account,NHS,"£ 33,009.70",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,"£ 9,643.40",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,NHS,"-£ 13,465.30",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,NHS,"£ 9,368.50",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,"-£ 9,941.50",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Income Control Account,NHS,"£ 1,024.30",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Income Control Account,NHS,"-£ 24,751.50",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Rates,NHS,"£ 1,746.50",ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only)"
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,NHS Delivery,NHS,"£ 37,061.43",ACCRECPAYMENT,1271160004 Monthly Income
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS Delivery,NHS,"£ 18,155.68",ACCRECPAYMENT,7323030001 Monthly Income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,NHS Delivery,NHS,"£ 30,820.98",ACCRECPAYMENT,9374790001 Monthly Income
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,NHS Delivery,NHS,£ 915.85,ACCRECPAYMENT,1036970000 Monthly Income
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 22.93,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,NHS Delivery,NHS,"£ 10,579.08",ACCRECPAYMENT,1000580000 Monthly Income
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Associate Fees,NHS,-£ 12.03,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 22.93,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Income Control Account,,"£ 18,174.10",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Associate Fees,NHS,-£ 100.07,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 447.08,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Associate Fees,NHS,"-£ 11,762.74",ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,NHS clawback,NHS,"-£ 1,046.67",ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Associate Fees,NHS,-£ 14.54,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Associate Fees,NHS,-£ 90.83,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 143.46,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,NHS clawback,NHS,"-£ 5,310.07",ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Rates,NHS,"£ 1,072.85",ACCRECPAYMENT,Non-Superannuable Additions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Rates,NHS,"£ 1,409.67",ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only)"
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"£ 5,033.30",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS Delivery,NHS,"£ 30,820.98",ACCRECPAYMENT,9374790001  Monthly Income
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS Delivery,NHS,"£ 45,324.54",ACCRECPAYMENT,1020920000 Monthly Income
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,NHS Delivery,NHS,"£ 6,271.74",ACCRECPAYMENT,1018910000 Monthly Income
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,NHS Delivery,NHS,"£ 14,847.15",ACCRECPAYMENT,6229660003 Monthly Income
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Rates,,£ 255.27,ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates"
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,FD Income,,"£ 5,347.00",ACCRECPAYMENT,FD Service Costs
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,NHS Delivery,NHS,"£ 20,766.66",ACCRECPAYMENT,1023740000 Monthly Income
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Rates,NHS,£ 628.74,ACCRECPAYMENT,Non-Superannuable Additions
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"£ 18,449.30",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,"-£ 9,586.30",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"-£ 4,189.50",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,NHS,-£ 241.20,ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"-£ 13,824.70",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"-£ 7,847.80",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"£ 4,413.56",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Income Control Account,NHS,"-£ 48,457.70",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,"£ 13,785.30",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Rates,NHS,£ 873.25,ACCRECPAYMENT,Non-Superannuable Additions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Rates,NHS,"£ 2,438.80",ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only)"
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS Delivery,NHS,"£ 33,586.02",ACCRECPAYMENT,1794340004 Monthly Income
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,NHS Delivery,NHS,"£ 33,586.01",ACCRECPAYMENT,1794340004 Monthly Income
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS Delivery,NHS,"£ 45,324.54",ACCRECPAYMENT,1018790000 Monthly Income
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,NHS Delivery,NHS,"£ 6,271.75",ACCRECPAYMENT,1018910000 Monthly Income
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,NHS Delivery,NHS,"£ 53,132.76",ACCRECPAYMENT,1271160002 Monthly Income
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS Delivery,NHS,"£ 30,467.81",ACCRECPAYMENT,1969400002 Monthly Income
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS Delivery,NHS,"£ 57,174.97",ACCRECPAYMENT,3312790005 Monthly income
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 58.06,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,NHS clawback,NHS,"-£ 2,119.21",ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 5.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 93.03,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,NHS clawback,NHS,"-£ 1,645.10",ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Associate Fees,NHS,-£ 11.80,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Associate Fees,NHS,-£ 22.80,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,NHS clawback,NHS,"-£ 1,645.10",ACCRECPAYMENT,Under Performance Yr 22/23 Superannuable
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Associate Fees,NHS,-£ 93.03,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Associate Fees,,-£ 10.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Income Control Account,NHS,"-£ 3,160.50",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Income Control Account,NHS,£ 187.60,ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"-£ 8,576.30",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Income Control Account,NHS,"-£ 25,209.50",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Income Control Account,NHS,"-£ 7,028.70",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"-£ 24,427.40",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Income Control Account,NHS,"-£ 13,325.20",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Income Control Account,NHS,"£ 7,021.90",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Income Control Account,NHS,£ 459.40,ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"-£ 19,278.70",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"-£ 26,639.60",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"£ 8,600.46",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Associate Fees,NHS,-£ 30.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Income Control Account,NHS,"-£ 1,479.10",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,NHS creditor,NHS,"-£ 1,046.67",ACCRECPAYMENT,Under Performance Yr 22/23 Superannuable
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Associate Fees,NHS,£ 5.70,ACCRECPAYMENT,Performers' Superannuation Contribution
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"-£ 3,115.20",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,NHS,"-£ 16,940.20",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,"-£ 4,858.70",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"-£ 12,390.20",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"£ 2,916.40",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"-£ 2,116.70",ACCRECPAYMENT,Patient's charges
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"£ 3,910.10",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Income Control Account,NHS,"£ 15,200.40",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"£ 2,426.30",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Income Control Account,NHS,"£ 2,209.10",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,£ 134.00,ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,"-£ 11,264.10",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Income Control Account,NHS,"£ 5,096.60",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Rates,NHS,£ 628.73,ACCRECPAYMENT,Non-Superannuable Additions
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Rates,NHS,£ 858.28,ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only) "
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,FD Income,NHS,"£ 5,347.00",ACCRECPAYMENT,FD Service Costs
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,NHS Delivery,NHS,"£ 30,467.82",ACCRECPAYMENT,1969400002 Monthly Income
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,NHS Delivery,NHS,"£ 6,271.73",ACCRECPAYMENT,1032440000 Monthly Income
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,NHS Delivery,NHS,"£ 81,195.97",ACCRECPAYMENT,3312790002 Monthly Income
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,NHS clawback,NHS,"-£ 3,996.23",ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 5.00,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,NHS Delivery,NHS,"-£ 15,639.27",ACCRECPAYMENT,"Auto Debt Recovery
Deduction to offset negative pay in contract 1794340004"
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Associate Fees,NHS,-£ 1.09,ACCRECPAYMENT,Performers' Superannuation Contribution
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Associate Fees,NHS,-£ 30.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS clawback,NHS,"-£ 1,046.67",ACCRECPAYMENT,Under Performance Yr 22/23 Superannuable
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Associate Fees,NHS,"-£ 1,187.89",ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Associate Fees,NHS,-£ 10.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Associate Fees,NHS,-£ 87.68,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,FD Income,NHS,"£ 5,347.00",ACCRECPAYMENT,FD Service Costs
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"-£ 10,564.50",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Rates,NHS,"£ 1,409.67",ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only)"
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Income Control Account,NHS,"£ 2,224.80",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,NHS Delivery,NHS,"£ 33,586.01",ACCRECPAYMENT,1794340004 Monthly Income
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS Delivery,NHS,"£ 6,271.74",ACCRECPAYMENT,1018910000 Monthly Income
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Rates,NHS,"£ 1,409.67",ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only)"
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS creditor,NHS,"-£ 14,382.85",ACCRECPAYMENT,"Auto Debt Recovery
Deduction to offset debt in contract 1271160002"
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,NHS Delivery,NHS,"£ 57,174.97",ACCRECPAYMENT,3312790005 Monthly income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,NHS Delivery,NHS,"£ 30,467.83",ACCRECPAYMENT,1969400002 Monthly Income
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,"£ 5,917.67",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"-£ 8,611.90",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS Delivery,NHS,"£ 10,579.07",ACCRECPAYMENT,1000580000 Monthly Income
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,NHS Delivery,NHS,"£ 165,586.94",ACCRECPAYMENT,8411020001 Monthly Income
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,NHS Delivery,NHS,"£ 45,324.54",ACCRECPAYMENT,1018790000 Monthly Income
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS clawback,NHS,"-£ 4,501.38",ACCRECPAYMENT,Under Performance Yr 22/23 Superannuable
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Associate Fees,NHS,-£ 79.54,ACCRECPAYMENT,Performers' Superannuation Contribution
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Associate Fees,NHS,-£ 2.42,ACCRECPAYMENT,Performers' Superannuation Contribution
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Associate Fees,NHS,-£ 11.79,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,NHS Delivery,NHS,"£ 51,776.38",ACCRECPAYMENT,1669600001 Monthly Income
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Rates,NHS,£ 698.60,ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates"
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,"£ 1,176.00",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"-£ 7,591.30",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"-£ 23,090.30",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Income Control Account,NHS,£ 784.40,ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,"£ 9,669.10",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,NHS,"£ 4,292.70",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,NHS,"-£ 24,386.10",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"£ 6,823.00",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Rates,NHS,£ 798.40,ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only)"
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,NHS Delivery,NHS,"£ 34,454.47",ACCRECPAYMENT,7418330001 Monthly Income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,NHS Delivery,NHS,£ 915.85,ACCRECPAYMENT,1036970000 Monthly Income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,NHS Delivery,NHS,"£ 6,271.75",ACCRECPAYMENT,1020930000 Monthly Income
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS Delivery,NHS,"£ 6,271.74",ACCRECPAYMENT,1020930000 Monthly Income
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 88.03,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Associate Fees,NHS,£ 975.00,ACCRECPAYMENT,Trainer's Grant
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Associate Fees,NHS,-£ 87.75,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Associate Fees,NHS,-£ 582.63,ACCRECPAYMENT,Performers' Superannuation Contribution
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 776.76,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Associate Fees,NHS,"-£ 1,570.58",ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 26.01,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Associate Fees,NHS,-£ 739.96,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 2.60,ACCRECPAYMENT,Performers' Superannuation Contribution
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 36.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Associate Fees,NHS,-£ 22.94,ACCRECPAYMENT,Performers' Superannuation Contribution
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Associate Fees,NHS,"-£ 1,633.16",ACCRECPAYMENT,Performers' Superannuation Contribution
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Associate Fees,NHS,-£ 308.25,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 10.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,£ 918.50,ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,"£ 4,084.70",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Associate Fees,NHS,-£ 5.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS clawback,NHS,"-£ 2,835.00",ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Associate Fees,NHS,-£ 25.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 242.75,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,NHS,"£ 4,878.60",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"-£ 5,314.30",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"-£ 15,076.00",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"-£ 14,985.80",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,NHS,"£ 7,039.10",ACCRECPAYMENT,Remission
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,"-£ 14,802.70",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"£ 2,523.70",ACCRECPAYMENT,Remission
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,£ 925.00,ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,NHS Delivery,NHS,"£ 14,847.15",ACCRECPAYMENT,6229660003 Monthly Income
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Associate Fees,NHS,-£ 46.37,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,NHS Delivery,NHS,"£ 45,324.54",ACCRECPAYMENT,1032430000 Monthly Income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,NHS Delivery,NHS,"£ 53,132.76",ACCRECPAYMENT,1271160002 Monthly Income
